transaction_id,product_id,quantity,price,timestamp
T2802,p005,5.0,36.72,10/15/2024
T2803,P-001,7.0,41.55,10/18/2024
T2804,P001,,43.08,2024-10-23
T2805, P 015 ,8.0,47.19,29-10-2024
T2806,P-019,2.0,44.18,2024-10-24
T2807, P 010 ,2.0,14.22,10/31/2024
T2808,P-018,1.0,$33.22,2024-10-20
T2809, P 003 ,2.0,20.34,28-10-2024
T2810, P 011 ,1.0,37.18,06-10-2024
T2811,P015,7.0,23.34,10/10/2024
T2812,P011,1.0,,10/09/2024
T2813,P017,9.0,40.05,2024-10-14
T2814,P-017,9.0,,10/29/2024
T2815,P006,6.0,,10/09/2024
T2816,p005,8.0,16.64,10/08/2024
T2817,P-008,5.0,39.23,04-11-2024
T2818,P002,1.0,28.96,11/03/2024
T2819,P016,3.0,$8.13,27-10-2024
T2820,P-012,2.0,31.73,2024-10-21
T2821, P 006 ,8.0,27.01,2024-10-29
T2822,P-001,3.0,39.75,2024-10-29
T2823,p004,,42.03,16-10-2024
T2824,p017,8.0,17.71,23-10-2024
T2825,P013,2.0,$33.74,10/07/2024
T2826, P 018 ,7.0,8.03,2024-11-01
T2827,P005,7.0,14.82,2024-10-17
T2828,P-003,1.0,$29.55,10/26/2024
T2829,p011,1.0,35.83,2024-11-01
T2830,p013,9.0,$21.97,10/24/2024
T2831,p004,2.0,26.2,10/10/2024
T2832,P014,2.0,,10/14/2024
T2833,P011,,17.22,10/09/2024
T2834,p010,2.0,5.14,11/02/2024
T2835, P 019 ,5.0,,10-10-2024
T2836,P018,6.0,19.89,2024-10-28
T2837,P006,9.0,38.48,19-10-2024
T2838, P 015 ,5.0,8.56,30-10-2024
T2839,p010,6.0,27.56,10/23/2024
T2840,P005,,49.61,10/18/2024
T2841,P-005,2.0,,10/20/2024
T2842, P 010 ,9.0,$47.56,10/25/2024
T2843,P-005,6.0,,22-10-2024
T2844,P-003,4.0,39.25,11/04/2024
T2845,P006,2.0,14.65,10/24/2024
T2846,P004,4.0,15.1,10/16/2024
T2847, P 018 ,5.0,,2024-10-08
T2848,p009,8.0,11.76,10/07/2024
T2849, P 017 ,3.0,23.72,10/30/2024
T2850,P-013,7.0,,10/29/2024
T2851,P-015,1.0,16.48,2024-10-25
T2852, P 017 ,,19.53,11/04/2024
T2853,P013,1.0,26.55,2024-11-02
T2854,P-016,,5.78,2024-10-14
T2855,p004,9.0,49.15,2024-10-23
T2856, P 005 ,8.0,9.42,07-10-2024
T2857,P-005,,15.42,30-10-2024
T2858,P-009,2.0,14.82,26-10-2024
T2859,p017,3.0,43.82,10/14/2024
T2860, P 013 ,5.0,$48.81,2024-10-29
T2861,P-002,5.0,16.34,25-10-2024
T2862, P 013 ,3.0,42.02,13-10-2024
T2863,p019,7.0,10.2,2024-10-08
T2864,p003,9.0,9.62,10/10/2024
T2865, P 010 ,9.0,24.98,21-10-2024
T2866,P002,1.0,46.79,2024-10-12
T2867, P 013 ,2.0,42.61,10/25/2024
T2868,p019,3.0,6.95,18-10-2024
T2869,P-017,8.0,15.32,10/10/2024
T2870,P014,7.0,17.44,10/06/2024
T2871,P-012,5.0,35.39,11/04/2024
T2872, P 012 ,6.0,15.74,10-10-2024
T2873,P011,1.0,37.67,22-10-2024
T2874, P 007 ,5.0,13.29,2024-10-07
T2875, P 004 ,,$40.03,13-10-2024
T2876,p019,3.0,5.27,2024-10-24
T2877,P001,7.0,49.0,11/04/2024
T2878,P003,6.0,11.58,10/18/2024
T2879,P013,1.0,$6.43,10/19/2024
T2880,p015,4.0,,22-10-2024
T2881,P-002,1.0,5.69,2024-10-24
T2882,P-011,,44.12,2024-10-08
T2883,P-004,2.0,,04-11-2024
T2884,P-019,3.0,41.48,10/17/2024
T2885,p017,2.0,38.69,2024-11-01
T2886, P 003 ,2.0,,2024-10-31
T2887, P 018 ,8.0,,10/31/2024
T2888, P 008 ,9.0,45.62,2024-11-03
T2889,p019,8.0,20.49,10/25/2024
T2890,P-005,1.0,37.7,02-11-2024
T2891,P007,6.0,46.25,10/06/2024
T2892, P 008 ,4.0,19.27,2024-10-28
T2893,P-005,9.0,41.34,03-11-2024
T2894, P 017 ,4.0,21.15,2024-11-01
T2895,P005,,,2024-10-29
T2896,P004,6.0,17.7,10/11/2024
T2897,P-019,1.0,44.52,10/17/2024
T2898,P-002,6.0,19.45,17-10-2024
T2899, P 011 ,5.0,,29-10-2024
T2900,P-013,6.0,31.26,2024-10-28
T2901,P015,7.0,49.71,2024-10-22
T2902,P-012,7.0,46.99,2024-11-01
T2903,p011,9.0,28.18,10/22/2024
T2904,P-007,3.0,46.79,04-11-2024
T2905,p005,9.0,16.63,10/31/2024
T2906,p017,9.0,28.5,10/25/2024
T2907, P 009 ,5.0,$38.58,10/06/2024
T2908,p014,1.0,31.34,10/21/2024
T2909,P012,5.0,27.33,10/16/2024
T2910,P006,7.0,,22-10-2024
T2911,p017,7.0,33.44,10/09/2024
T2912,P-019,3.0,,2024-10-12
T2913,P019,1.0,21.27,10/23/2024
T2914,P016,8.0,14.95,2024-10-29
T2915, P 012 ,9.0,31.09,10/18/2024
T2916,p012,9.0,22.22,10/30/2024
T2917,P006,8.0,27.43,10/16/2024
T2918,P-004,1.0,36.91,2024-10-29
T2919,p006,8.0,5.01,2024-10-27
T2920,P-011,1.0,,10/13/2024
T2921,p001,3.0,36.05,03-11-2024
T2922, P 015 ,5.0,,10/28/2024
T2923,P011,3.0,18.51,30-10-2024
T2924, P 019 ,2.0,37.87,2024-10-27
T2925, P 018 ,2.0,49.8,10/29/2024
T2926,P017,6.0,27.61,2024-10-31
T2927,P019,3.0,12.67,10/12/2024
T2928,P-014,8.0,46.12,10/13/2024
T2929,P-018,2.0,8.17,19-10-2024
T2930,P019,7.0,,09-10-2024
T2931,P-015,8.0,,2024-10-15
T2932,P015,3.0,,29-10-2024
T2933,p004,6.0,9.1,20-10-2024
T2934, P 007 ,4.0,$46.27,10-10-2024
T2935,p013,3.0,18.79,10/13/2024
T2936, P 003 ,5.0,$47.1,25-10-2024
T2937,P-016,9.0,21.02,10/22/2024
T2938,P-009,6.0,28.15,2024-11-02
T2939,P-008,3.0,23.61,2024-10-15
T2940,P013,7.0,12.61,10/28/2024
T2941,P-017,,40.93,2024-10-21
T2942, P 017 ,,27.07,11-10-2024
T2943,P017,9.0,15.12,2024-10-06
T2944,p001,2.0,$49.47,27-10-2024
T2945,P008,1.0,44.94,2024-10-20
T2946,P019,9.0,30.56,2024-10-10
T2947, P 006 ,9.0,27.31,15-10-2024
T2948,P-003,,22.02,2024-10-18
T2949,p005,2.0,18.48,28-10-2024
T2950, P 013 ,5.0,32.49,29-10-2024
T2951,P-015,3.0,38.0,16-10-2024
T2952, P 014 ,7.0,36.28,15-10-2024
T2953,P016,3.0,48.99,2024-10-08
T2954,P-018,3.0,43.03,26-10-2024
T2955,P-011,3.0,$25.81,24-10-2024
T2956,p003,9.0,$14.41,10/24/2024
T2957,p010,6.0,7.66,2024-10-09
T2958,P010,5.0,,09-10-2024
T2959,P016,2.0,15.25,26-10-2024
T2960,P012,9.0,16.05,11/03/2024
T2961,P002,9.0,22.29,2024-10-11
T2962, P 009 ,9.0,,2024-10-06
T2963,P-003,4.0,45.49,24-10-2024
T2964,P015,4.0,$41.85,2024-10-30
T2965,p003,5.0,33.08,2024-10-11
T2966,P-019,8.0,$37.13,12-10-2024
T2967,P018,8.0,,11/04/2024
T2968,P008,1.0,46.31,2024-10-07
T2969,P-017,6.0,29.26,10/27/2024
T2970,P008,5.0,11.14,10/11/2024
T2971,P007,1.0,$34.02,10/16/2024
T2972,P007,7.0,30.14,10/20/2024
T2973,P-003,2.0,29.8,10/19/2024
T2974,p001,3.0,$46.29,2024-10-16
T2975, P 004 ,8.0,$46.05,30-10-2024
T2976,P-005,,46.75,2024-11-01
T2977,P-001,9.0,32.42,27-10-2024
T2978,p015,1.0,$23.44,2024-10-16
T2979,P005,8.0,40.79,10/10/2024
T2980,P-013,2.0,37.3,28-10-2024
T2981,P-008,8.0,38.86,10/18/2024
T2982,P-008,4.0,$42.3,2024-10-24
T2983, P 005 ,3.0,17.93,2024-10-29
T2984,P-009,2.0,47.55,2024-10-28
T2985,P-001,8.0,5.59,10/06/2024
T2986, P 004 ,,31.54,2024-10-14
T2987,p003,6.0,20.84,26-10-2024
T2988,p002,4.0,44.72,2024-10-07
T2989,P008,1.0,26.5,2024-10-14
T2990,p009,8.0,34.62,12-10-2024
T2991, P 002 ,,16.17,2024-11-02
T2992,p014,3.0,36.28,18-10-2024
T2993,P014,8.0,22.96,2024-10-27
T2994,p004,2.0,10.35,12-10-2024
T2995, P 006 ,2.0,35.46,10-10-2024
T2996,P-011,3.0,19.39,31-10-2024
T2997,P003,7.0,$26.9,2024-10-23
T2998,P-008,3.0,$10.82,2024-10-31
T2999,P-003,3.0,42.11,2024-10-14
T3000,p014,5.0,,14-10-2024
T3001, P 013 ,,26.76,03-11-2024
T3002,P013,6.0,49.26,10/29/2024
T3003,p002,6.0,28.06,11/02/2024
T3004,p013,6.0,33.56,12-10-2024
T3005,p019,3.0,6.04,27-10-2024
T3006, P 006 ,4.0,14.62,02-11-2024
T3007,P-016,8.0,12.34,2024-10-14
T3008, P 002 ,9.0,17.19,10/12/2024
T3009, P 008 ,5.0,38.28,2024-10-30
T3010,p017,6.0,40.44,26-10-2024
T3011,P-002,1.0,34.91,2024-11-02
T3012, P 010 ,1.0,$19.62,2024-10-16
T3013,p016,6.0,23.97,2024-10-27
T3014, P 006 ,6.0,13.05,10/24/2024
T3015,P002,4.0,49.5,10/24/2024
T3016, P 002 ,4.0,43.75,20-10-2024
T3017,P-013,5.0,12.81,2024-10-25
T3018,P-015,6.0,23.78,24-10-2024
T3019, P 002 ,3.0,10.81,19-10-2024
T3020,P007,8.0,16.33,01-11-2024
T3021,P-003,3.0,,2024-10-26
T3022,p008,8.0,27.17,10/19/2024
T3023,P014,7.0,27.08,10/28/2024
T3024,P007,9.0,35.64,2024-10-29
T3025,P-007,3.0,5.81,10/13/2024
T3026, P 001 ,3.0,45.78,10/18/2024
T3027,P-017,4.0,37.04,10/10/2024
T3028,P-009,2.0,13.15,14-10-2024
T3029,P-013,2.0,21.41,12-10-2024
T3030,P-019,,46.1,2024-10-12
T3031,p019,9.0,49.11,10/15/2024
T3032,P-017,8.0,11.57,2024-10-28
T3033,P-010,7.0,35.66,2024-10-07
T3034,P-010,7.0,37.63,2024-11-03
T3035,P004,,23.66,22-10-2024
T3036,P-008,9.0,38.72,2024-10-20
T3037,P018,8.0,14.59,2024-10-16
T3038,P-014,7.0,5.69,2024-10-26
T3039,P018,8.0,43.51,18-10-2024
T3040,P014,7.0,27.01,10/31/2024
T3041,p015,3.0,33.86,2024-10-20
T3042,P-004,4.0,36.88,25-10-2024
T3043, P 013 ,1.0,14.64,10/17/2024
T3044,P008,7.0,26.41,2024-10-30
T3045, P 018 ,4.0,13.23,2024-10-29
T3046,p012,3.0,16.86,14-10-2024
T3047, P 014 ,1.0,38.09,25-10-2024
T3048,p002,1.0,18.73,10/18/2024
T3049,P-018,8.0,18.2,10/18/2024
T3050,P002,1.0,31.4,2024-10-16
T3051,P-011,6.0,46.87,2024-10-06
T3052,p009,2.0,25.7,2024-10-13
T3053,P-012,,33.22,28-10-2024
T3054,P-017,9.0,9.74,10/15/2024
T3055,p015,,45.29,2024-10-06
T3056,P017,6.0,15.28,10/26/2024
T3057,p018,3.0,$49.31,10/19/2024
T3058,p006,6.0,13.65,06-10-2024
T3059, P 017 ,3.0,16.11,27-10-2024
T3060, P 018 ,8.0,,23-10-2024
T3061,p008,,14.57,28-10-2024
T3062, P 009 ,7.0,15.62,2024-10-19
T3063,P-006,3.0,47.32,10/20/2024
T3064,P-005,1.0,10.36,10/11/2024
T3065,P012,6.0,48.4,20-10-2024
T3066,p011,5.0,32.79,15-10-2024
T3067,p001,5.0,42.25,10/06/2024
T3068,P011,,12.95,28-10-2024
T3069, P 019 ,4.0,27.78,10-10-2024
T3070,P-009,8.0,40.21,26-10-2024
T3071,p002,7.0,12.15,10/24/2024
T3072,P-012,6.0,11.36,2024-10-18
T3073,p004,3.0,43.49,10/13/2024
T3074, P 004 ,4.0,31.27,27-10-2024
T3075, P 018 ,3.0,28.75,2024-10-13
T3076,P-015,9.0,48.63,11-10-2024
T3077, P 019 ,3.0,11.16,01-11-2024
T3078,P013,9.0,12.58,31-10-2024
T3079,P-019,3.0,9.38,13-10-2024
T3080, P 017 ,4.0,45.13,2024-10-20
T3081,P006,2.0,25.99,04-11-2024
T3082,P-016,9.0,46.93,18-10-2024
T3083,P012,,19.19,10/18/2024
T3084,P-019,4.0,47.83,10/10/2024
T3085,P-005,3.0,$26.42,2024-10-11
T3086, P 017 ,7.0,7.64,10/17/2024
T3087,P-001,3.0,49.1,2024-10-27
T3088,P-010,9.0,18.89,11/04/2024
T3089,P015,7.0,48.44,10/09/2024
T3090,P-011,4.0,11.19,11/02/2024
T3091,P-013,8.0,49.08,2024-10-10
T3092,P-005,1.0,20.57,11/03/2024
T3093,P001,3.0,40.03,11/03/2024
T3094,p012,9.0,46.95,2024-10-19
T3095,P011,2.0,37.25,2024-10-30
T3096,P-017,,$49.37,31-10-2024
T3097,P004,9.0,35.51,06-10-2024
T3098,p015,3.0,44.7,08-10-2024
T3099,P-009,7.0,25.24,15-10-2024
T3100,P019,1.0,12.25,2024-10-25
T3101,P019,3.0,$32.96,27-10-2024
T3102,p012,1.0,36.38,14-10-2024
T3103,P-005,1.0,$24.03,10/11/2024
T3104,P010,5.0,,01-11-2024
T3105, P 017 ,6.0,38.69,10/29/2024
T3106,P005,2.0,6.58,23-10-2024
T3107, P 016 ,8.0,27.57,2024-10-20
T3108, P 007 ,6.0,,09-10-2024
T3109,p009,1.0,15.2,10/16/2024
T3110,P-003,9.0,27.22,10/19/2024
T3111,P-015,2.0,15.5,16-10-2024
T3112,p016,8.0,30.63,2024-11-03
T3113,P018,,$47.89,31-10-2024
T3114,P-014,4.0,7.95,2024-10-09
T3115,P003,8.0,15.46,10/18/2024
T3116,P-012,4.0,17.3,23-10-2024
T3117, P 009 ,2.0,24.08,2024-10-18
T3118, P 007 ,,11.43,2024-10-08
T3119, P 009 ,1.0,15.58,2024-10-25
T3120,p013,8.0,37.65,22-10-2024
T3121,P018,7.0,13.24,2024-10-24
T3122,P005,2.0,34.71,11/01/2024
T3123,P013,7.0,6.91,29-10-2024
T3124,P004,1.0,10.17,10/23/2024
T3125,P002,6.0,40.54,2024-10-17
T3126, P 016 ,,9.07,2024-10-25
T3127, P 009 ,6.0,14.5,08-10-2024
T3128,p009,,38.48,2024-10-29
T3129,P006,3.0,$27.74,10/09/2024
T3130,P011,4.0,48.57,11-10-2024
T3131, P 001 ,4.0,36.21,21-10-2024
T3132,p004,4.0,15.97,17-10-2024
T3133,P-013,4.0,23.91,10/16/2024
T3134, P 013 ,2.0,41.47,10/19/2024
T3135, P 013 ,6.0,$28.46,13-10-2024
T3136,p002,3.0,16.99,11/04/2024
T3137,P-009,1.0,49.28,10/07/2024
T3138,P-008,2.0,44.43,10/24/2024
T3139,P-007,5.0,37.71,2024-10-17
T3140,p004,,,2024-10-06
T3141,p018,1.0,11.06,2024-10-11
T3142, P 003 ,,44.61,10/08/2024
T3143,p006,9.0,11.43,31-10-2024
T3144,P-012,3.0,8.07,26-10-2024
T3145, P 012 ,5.0,$11.01,10-10-2024
T3146,P-008,5.0,8.05,10/25/2024
T3147,P001,8.0,$8.84,2024-10-20
T3148, P 004 ,,45.14,18-10-2024
T3149,P-011,2.0,35.48,10/27/2024
T3150,p003,4.0,42.38,10/14/2024
T3151,P-013,,11.07,27-10-2024
T3152,P-017,7.0,12.28,08-10-2024
T3153,P010,5.0,23.93,10/09/2024
T3154,p012,8.0,38.68,2024-10-22
T3155, P 015 ,7.0,15.78,16-10-2024
T3156,P010,1.0,44.66,30-10-2024
T3157,P014,3.0,5.21,10/24/2024
T3158,p013,3.0,36.45,2024-10-13
T3159,P005,7.0,31.67,2024-10-25
T3160,P006,4.0,33.82,2024-10-06
T3161, P 002 ,3.0,35.94,10/14/2024
T3162,P-017,8.0,46.03,01-11-2024
T3163, P 004 ,7.0,22.96,10/12/2024
T3164,P-014,1.0,34.27,2024-10-30
T3165,P-010,1.0,37.51,2024-10-18
T3166,P-003,5.0,34.7,07-10-2024
T3167,P-003,8.0,23.71,10/08/2024
T3168,p015,9.0,15.19,2024-10-30
T3169,p006,7.0,,04-11-2024
T3170,P-017,5.0,32.22,10/11/2024
T3171,P-012,9.0,$12.27,2024-10-26
T3172, P 011 ,,13.85,2024-10-24
T3173,P-004,,,10/29/2024
T3174, P 006 ,5.0,,2024-10-12
T3175,p001,3.0,22.64,2024-10-08
T3176,p016,8.0,28.18,2024-10-25
T3177,P-015,2.0,22.43,10/16/2024
T3178,P-017,7.0,8.84,10/12/2024
T3179,P-008,9.0,22.13,08-10-2024
T3180,P-012,3.0,19.07,11/04/2024
T3181,P-010,2.0,46.23,09-10-2024
T3182,P015,4.0,37.38,20-10-2024
T3183,P-009,4.0,27.48,11/01/2024
T3184,p002,6.0,46.9,2024-10-30
T3185,p005,,,2024-10-26
T3186,P-006,,45.13,10/29/2024
T3187, P 007 ,1.0,,10/24/2024
T3188,P001,6.0,5.26,2024-10-17
T3189,P007,5.0,23.34,10/26/2024
T3190, P 012 ,5.0,40.35,10/10/2024
T3191,P016,2.0,45.02,11/03/2024
T3192,P016,6.0,42.19,2024-10-27
T3193,P011,9.0,17.68,04-11-2024
T3194,P004,,,10/26/2024
T3195,p013,5.0,32.81,10/06/2024
T3196, P 007 ,5.0,18.54,11/04/2024
T3197,P004,6.0,5.54,10/10/2024
T3198, P 015 ,,39.81,11/03/2024
T3199,P-019,6.0,,31-10-2024
T3200,P-009,3.0,27.22,10/19/2024
T3201, P 011 ,2.0,18.57,23-10-2024
T3202,P008,5.0,29.15,30-10-2024
T3203, P 001 ,5.0,30.49,10/06/2024
T3204,P-008,2.0,,10/12/2024
T3205,P013,4.0,10.01,10/26/2024
T3206,P004,5.0,19.4,11/03/2024
T3207,P008,5.0,29.71,10/31/2024
T3208,P-003,9.0,48.92,10/17/2024
T3209, P 009 ,8.0,8.98,03-11-2024
T3210,P-002,6.0,12.29,06-10-2024
T3211,p002,3.0,30.48,10/14/2024
T3212,P013,5.0,$39.68,04-11-2024
T3213,P015,3.0,38.15,10/08/2024
T3214, P 012 ,7.0,$15.21,28-10-2024
T3215,P004,5.0,,21-10-2024
T3216,P008,3.0,49.33,10/30/2024
T3217,P009,5.0,22.83,01-11-2024
T3218, P 005 ,7.0,49.97,24-10-2024
T3219,p018,,,2024-10-20
T3220,p011,9.0,32.86,10/15/2024
T3221,p015,6.0,$18.4,11/03/2024
T3222,P009,2.0,12.46,2024-10-28
T3223,P017,4.0,,10/14/2024
T3224, P 012 ,1.0,9.24,30-10-2024
T3225,p007,,32.86,11/02/2024
T3226,P010,4.0,5.39,04-11-2024
T3227,p010,,28.29,28-10-2024
T3228, P 013 ,6.0,20.47,2024-10-24
T3229,P019,6.0,24.78,2024-10-29
T3230,p011,3.0,44.79,08-10-2024
T3231,p013,6.0,40.86,10/19/2024
T3232,P008,5.0,32.19,10/08/2024
T3233,P008,7.0,,10/23/2024
T3234,P004,1.0,8.86,2024-10-12
T3235, P 015 ,1.0,43.94,10/10/2024
T3236,P011,5.0,$33.74,18-10-2024
T3237,p011,5.0,$46.81,10/09/2024
T3238,P-001,7.0,$40.71,2024-10-20
T3239,P-017,6.0,14.14,10/28/2024
T3240,P015,3.0,9.91,2024-10-15
T3241,p006,6.0,,12-10-2024
T3242,P-015,3.0,39.39,10/09/2024
T3243, P 009 ,,,10/24/2024
T3244,P-014,9.0,9.65,10/30/2024
T3245,P018,2.0,$37.66,11/03/2024
T3246,P017,7.0,43.83,29-10-2024
T3247,p018,9.0,5.73,09-10-2024
T3248,P-005,8.0,37.45,09-10-2024
T3249,p009,9.0,26.89,07-10-2024
T3250,p011,8.0,39.95,10/14/2024
T3251,P001,3.0,$14.89,2024-11-01
T3252,p018,8.0,38.62,11-10-2024
T3253,P-006,1.0,12.73,10/07/2024
T3254,p002,4.0,13.42,2024-10-07
T3255,P015,6.0,21.11,10/16/2024
T3256,P014,1.0,34.66,2024-10-20
T3257,P005,2.0,41.43,19-10-2024
T3258,P006,6.0,,10/07/2024
T3259, P 006 ,7.0,$5.22,2024-11-02
T3260, P 018 ,6.0,18.57,10/09/2024
T3261,P014,,43.75,10/12/2024
T3262, P 010 ,9.0,48.79,11/02/2024
T3263,P-014,2.0,43.57,22-10-2024
T3264, P 013 ,8.0,19.55,10/22/2024
T3265,P-003,3.0,44.66,10/29/2024
T3266,P-006,,21.15,10/09/2024
T3267,P-008,5.0,45.74,11/04/2024
T3268,P012,,28.84,21-10-2024
T3269,p013,3.0,7.4,10/22/2024
T3270,p011,9.0,30.68,01-11-2024
T3271, P 012 ,1.0,11.55,11/01/2024
T3272,p001,7.0,,11-10-2024
T3273, P 017 ,7.0,$48.51,10/08/2024
T3274,p016,8.0,31.29,2024-10-25
T3275,P011,2.0,39.77,04-11-2024
T3276,P013,4.0,33.62,10/25/2024
T3277,P018,8.0,9.04,24-10-2024
T3278,P011,3.0,24.21,2024-10-21
T3279,p012,3.0,,07-10-2024
T3280,p006,1.0,20.71,11-10-2024
T3281,P-009,9.0,12.79,2024-10-10
T3282,P016,8.0,39.43,12-10-2024
T3283, P 004 ,9.0,$32.34,10/21/2024
T3284, P 003 ,7.0,24.35,10/10/2024
T3285,P016,5.0,48.15,14-10-2024
T3286, P 012 ,7.0,19.22,10/09/2024
T3287,P-011,1.0,15.76,11/01/2024
T3288,p005,2.0,12.68,10/09/2024
T3289,P-018,6.0,20.62,2024-10-30
T3290,P-019,8.0,40.91,14-10-2024
T3291,P006,7.0,$8.14,2024-11-03
T3292,P-018,5.0,$20.77,10/13/2024
T3293,p006,9.0,36.85,27-10-2024
T3294,p004,7.0,,10/28/2024
T3295, P 012 ,5.0,15.63,10/17/2024
T3296, P 019 ,4.0,35.77,10/28/2024
T3297,P-002,8.0,10.7,16-10-2024
T3298, P 017 ,9.0,$35.06,2024-10-26
T3299, P 011 ,4.0,12.44,2024-10-19
T3300, P 011 ,6.0,$28.06,2024-10-17
T3301, P 016 ,1.0,34.83,11/04/2024
T3302,p002,6.0,48.6,15-10-2024
T3303,P-002,2.0,,10-10-2024
T3304,P-008,4.0,17.55,21-10-2024
T3305,P-013,2.0,47.85,2024-10-25
T3306,p010,2.0,18.71,11-10-2024
T3307,p008,1.0,46.35,29-10-2024
T3308, P 004 ,1.0,$31.67,10/20/2024
T3309, P 015 ,7.0,42.84,11/02/2024
T3310,P-001,6.0,31.27,10/13/2024
T3311,P-011,8.0,25.7,2024-10-24
T3312,P007,3.0,25.82,12-10-2024
T3313,P017,7.0,34.72,10/20/2024
T3314, P 018 ,5.0,28.76,10/16/2024
T3315,p012,4.0,43.85,2024-10-17
T3316, P 009 ,,20.66,11/03/2024
T3317,P005,,31.11,2024-10-06
T3318,P010,9.0,47.83,2024-10-28
T3319,P-004,5.0,$48.53,10/17/2024
T3320,p005,9.0,35.02,10/13/2024
T3321,P-010,1.0,21.97,2024-10-25
T3322,P011,,33.37,09-10-2024
T3323, P 010 ,8.0,34.89,25-10-2024
T3324,p008,,25.45,03-11-2024
T3325,P-002,1.0,31.17,10/31/2024
T3326,P008,2.0,11.62,31-10-2024
T3327,P-016,5.0,,10/11/2024
T3328,P005,2.0,33.44,12-10-2024
T3329,p003,5.0,27.36,10/12/2024
T3330,p012,4.0,10.96,2024-10-26
T3331,p013,,39.66,03-11-2024
T3332,P-013,,$37.52,2024-10-21
T3333, P 010 ,5.0,36.89,10/18/2024
T3334,p004,2.0,36.99,24-10-2024
T3335,p009,7.0,38.11,10/26/2024
T3336,P002,8.0,21.54,10/29/2024
T3337,P-019,6.0,39.6,10/21/2024
T3338,p001,2.0,49.87,2024-10-21
T3339, P 007 ,,46.71,10/24/2024
T3340, P 017 ,4.0,48.94,10/07/2024
T3341,P-003,,$26.71,2024-10-07
T3342,P003,,43.4,10/16/2024
T3343,p003,8.0,26.46,2024-10-21
T3344,p017,9.0,39.4,2024-11-02
T3345,P-007,1.0,,20-10-2024
T3346,P014,4.0,5.06,10/07/2024
T3347,P-017,9.0,$35.34,2024-10-17
T3348,P-018,1.0,,29-10-2024
T3349,P013,6.0,15.83,2024-10-19
T3350,P018,,24.19,2024-11-01
T3351,P-004,7.0,5.23,14-10-2024
T3352, P 001 ,2.0,33.45,2024-10-21
T3353,p018,7.0,18.19,27-10-2024
T3354,p001,9.0,14.76,10/08/2024
T3355,P013,7.0,$17.44,2024-10-19
T3356,P010,9.0,,04-11-2024
T3357,P-011,2.0,9.03,2024-11-03
T3358,p009,4.0,8.19,29-10-2024
T3359,P009,,,2024-10-13
T3360,P-005,5.0,40.78,10/22/2024
T3361,p001,8.0,,31-10-2024
T3362,p017,2.0,49.54,2024-11-01
T3363,p002,6.0,45.98,2024-10-23
T3364, P 013 ,1.0,,2024-10-26
T3365,P009,5.0,13.31,10/23/2024
T3366,p004,9.0,46.43,10/14/2024
T3367,p005,4.0,5.13,10/12/2024
T3368,P-011,7.0,33.41,10/24/2024
T3369,P019,9.0,27.73,10/13/2024
T3370,p003,,25.61,18-10-2024
T3371, P 012 ,9.0,10.97,25-10-2024
T3372,p019,,36.2,2024-10-18
T3373,p019,2.0,40.93,14-10-2024
T3374,P013,1.0,8.35,10/24/2024
T3375,p007,5.0,41.11,04-11-2024
T3376,p015,,43.0,2024-10-15
T3377, P 007 ,4.0,47.49,10/20/2024
T3378, P 008 ,3.0,21.5,2024-10-22
T3379,p005,8.0,11.91,04-11-2024
T3380,P014,8.0,22.06,2024-10-29
T3381,p004,3.0,$48.01,2024-10-17
T3382,P-010,4.0,49.44,11-10-2024
T3383,P-015,5.0,42.63,31-10-2024
T3384,P018,4.0,32.66,10/19/2024
T3385,P013,8.0,35.07,2024-10-26
T3386,p008,6.0,26.62,11/01/2024
T3387,P009,,$49.66,2024-10-12
T3388,P016,2.0,35.19,10/22/2024
T3389,p019,7.0,7.54,2024-10-13
T3390, P 016 ,4.0,21.63,2024-10-30
T3391,P007,3.0,27.63,2024-10-11
T3392, P 014 ,3.0,29.29,08-10-2024
T3393,P014,1.0,39.08,24-10-2024
T3394,P-004,7.0,$33.74,2024-10-06
T3395,p015,2.0,48.29,2024-10-16
T3396, P 003 ,5.0,18.46,10/10/2024
T3397,p005,9.0,27.94,10/24/2024
T3398,P-001,2.0,19.56,2024-10-06
T3399,p003,8.0,12.71,2024-11-04
T3400,p015,6.0,29.73,06-10-2024
T3401,P008,5.0,10.09,24-10-2024
T3402,p004,9.0,42.19,10-10-2024
T3403,p002,1.0,32.16,2024-10-30
T3404,P-010,6.0,32.13,11/01/2024
T3405, P 004 ,5.0,28.64,19-10-2024
T3406,P-003,2.0,49.16,26-10-2024
T3407, P 002 ,2.0,48.8,2024-10-17
T3408, P 017 ,3.0,36.47,25-10-2024
T3409,P013,7.0,8.02,11/04/2024
T3410,P005,5.0,8.18,10/31/2024
T3411,P009,7.0,13.03,10/12/2024
T3412,p006,3.0,31.07,2024-10-08
T3413,P-005,,48.45,2024-10-22
T3414,P-010,8.0,43.72,2024-10-23
T3415,P008,9.0,$17.29,11/03/2024
T3416,p007,4.0,39.95,08-10-2024
T3417,P007,8.0,$24.12,22-10-2024
T3418,p006,7.0,45.18,30-10-2024
T3419,P003,3.0,8.5,2024-10-30
T3420,P019,9.0,39.45,10/15/2024
T3421,P015,8.0,28.75,10/13/2024
T3422,P-004,1.0,49.35,2024-11-04
T3423,P012,2.0,27.86,10-10-2024
T3424,p006,8.0,$8.85,2024-10-16
